secFromStart,airspeed,altitude,pitch,roll,yaw,velocity_x,velocity_y,velocity_z,voltage
0.0,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8
0.002022266387939453,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8
0.003989458084106445,0.999997955220025,1.099997955220025,1.199997955220025,1.299997955220025,1.399997955220025,1.4999979552200249,1.599997955220025,1.699997955220025,1.7999979552200251
0.00510859489440918,0.9999920421226522,1.0999920421226523,1.1999920421226522,1.2999920421226523,1.3999920421226522,1.4999920421226522,1.5999920421226523,1.6999920421226522,1.7999920421226523
0.0070226192474365234,0.9999869511574813,1.0999869511574814,1.1999869511574812,1.2999869511574813,1.3999869511574814,1.4999869511574813,1.5999869511574811,1.6999869511574812,1.7999869511574813
0.009108781814575195,0.9999753415107936,1.0999753415107936,1.1999753415107937,1.2999753415107935,1.3999753415107936,1.4999753415107935,1.5999753415107936,1.6999753415107937,1.7999753415107937
0.011095285415649414,0.99995851533376,1.09995851533376,1.19995851533376,1.29995851533376,1.39995851533376,1.49995851533376,1.59995851533376,1.69995851533376,1.79995851533376
0.012994050979614258,0.9999384479522254,1.0999384479522254,1.1999384479522255,1.2999384479522254,1.3999384479522254,1.4999384479522253,1.5999384479522254,1.6999384479522255,1.7999384479522256
0.014073848724365234,0.9999155785074277,1.0999155785074277,1.1999155785074278,1.2999155785074277,1.3999155785074278,1.4999155785074278,1.5999155785074277,1.6999155785074276,1.7999155785074277
0.01508021354675293,0.9999009650257393,1.0999009650257394,1.1999009650257393,1.2999009650257394,1.3999009650257395,1.4999009650257393,1.5999009650257392,1.6999009650257393,1.7999009650257394
0.017073631286621094,0.9998862957345341,1.0998862957345341,1.1998862957345342,1.299886295734534,1.3998862957345342,1.4998862957345342,1.5998862957345341,1.699886295734534,1.799886295734534
0.018951892852783203,0.9998542490980361,1.099854249098036,1.1998542490980362,1.299854249098036,1.3998542490980361,1.499854249098036,1.599854249098036,1.6998542490980362,1.7998542490980363
0.02006244659423828,0.9998204182538396,1.0998204182538396,1.1998204182538397,1.2998204182538395,1.3998204182538396,1.4998204182538397,1.5998204182538396,1.6998204182538394,1.7998204182538395
0.021066665649414062,0.9997987558685557,1.0997987558685558,1.1997987558685557,1.2997987558685558,1.3997987558685558,1.4997987558685557,1.5997987558685556,1.6997987558685557,1.7997987558685558
0.023059368133544922,0.9997781060058509,1.099778106005851,1.199778106005851,1.2997781060058509,1.399778106005851,1.4997781060058508,1.599778106005851,1.699778106005851,1.799778106005851
0.02499532699584961,0.9997341445513293,1.0997341445513293,1.1997341445513292,1.2997341445513293,1.3997341445513292,1.4997341445513293,1.5997341445513293,1.6997341445513292,1.7997341445513293
0.026050090789794922,0.9996876330777223,1.0996876330777223,1.1996876330777224,1.2996876330777223,1.3996876330777224,1.4996876330777225,1.5996876330777223,1.6996876330777222,1.7996876330777223
0.028046607971191406,0.9996607155723115,1.0996607155723115,1.1996607155723116,1.2996607155723114,1.3996607155723115,1.4996607155723116,1.5996607155723115,1.6996607155723114,1.7996607155723114
0.030031442642211914,0.9996067196715951,1.099606719671595,1.1996067196715952,1.299606719671595,1.3996067196715951,1.4996067196715952,1.599606719671595,1.699606719671595,1.799606719671595
0.03203868865966797,0.9995490901171094,1.0995490901171094,1.1995490901171093,1.2995490901171094,1.3995490901171093,1.4995490901171094,1.5995490901171094,1.6995490901171093,1.7995490901171094
0.03402829170227051,0.9994868051153242,1.0994868051153242,1.1994868051153242,1.299486805115324,1.3994868051153242,1.4994868051153243,1.5994868051153242,1.699486805115324,1.799486805115324
0.036022186279296875,0.999421093545984,1.099421093545984,1.199421093545984,1.299421093545984,1.399421093545984,1.499421093545984,1.5994210935459838,1.699421093545984,1.799421093545984
0.0380246639251709,0.9993512712014755,1.0993512712014755,1.1993512712014756,1.2993512712014754,1.3993512712014755,1.4993512712014754,1.5993512712014755,1.6993512712014756,1.7993512712014756
0.03993082046508789,0.999277149568937,1.099277149568937,1.199277149568937,1.299277149568937,1.399277149568937,1.499277149568937,1.599277149568937,1.699277149568937,1.799277149568937
0.04100966453552246,0.9992028707135262,1.0992028707135262,1.1992028707135263,1.2992028707135261,1.3992028707135262,1.499202870713526,1.5992028707135262,1.6992028707135263,1.7992028707135264
0.04300951957702637,0.9991592215518312,1.0991592215518313,1.1991592215518312,1.2991592215518313,1.3991592215518311,1.4991592215518312,1.5991592215518313,1.6991592215518312,1.7991592215518313
0.04499936103820801,0.9990752331803147,1.0990752331803146,1.1990752331803147,1.2990752331803146,1.3990752331803147,1.4990752331803145,1.5990752331803146,1.6990752331803147,1.7990752331803148
0.046987295150756836,0.9989876995912159,1.098987699591216,1.1989876995912159,1.298987699591216,1.398987699591216,1.498987699591216,1.5989876995912158,1.6989876995912159,1.798987699591216
0.048870086669921875,0.9988963001325497,1.0988963001325498,1.1988963001325497,1.2988963001325498,1.3988963001325496,1.4988963001325497,1.5988963001325498,1.6988963001325497,1.7988963001325498
0.050865888595581055,0.99880609495831,1.09880609495831,1.19880609495831,1.29880609495831,1.39880609495831,1.49880609495831,1.5988060949583098,1.69880609495831,1.79880609495831
0.0519561767578125,0.9987066095946837,1.0987066095946838,1.1987066095946837,1.2987066095946838,1.3987066095946838,1.4987066095946837,1.5987066095946836,1.6987066095946837,1.7987066095946838
0.05302309989929199,0.9986505814460173,1.0986505814460172,1.1986505814460173,1.2986505814460172,1.3986505814460173,1.4986505814460171,1.5986505814460172,1.6986505814460173,1.7986505814460174
0.05501079559326172,0.9985946047512624,1.0985946047512625,1.1985946047512623,1.2985946047512624,1.3985946047512625,1.4985946047512624,1.5985946047512622,1.6985946047512623,1.7985946047512624
0.057009220123291016,0.9984872877210923,1.0984872877210923,1.1984872877210924,1.2984872877210922,1.3984872877210923,1.4984872877210922,1.5984872877210923,1.6984872877210924,1.7984872877210925
0.05806136131286621,0.9983754144808175,1.0983754144808175,1.1983754144808174,1.2983754144808175,1.3983754144808174,1.4983754144808175,1.5983754144808175,1.6983754144808174,1.7983754144808175
0.05907154083251953,0.9983149126272655,1.0983149126272655,1.1983149126272654,1.2983149126272655,1.3983149126272654,1.4983149126272655,1.5983149126272655,1.6983149126272654,1.7983149126272655
0.061054229736328125,0.9982557838161581,1.0982557838161582,1.198255783816158,1.2982557838161581,1.398255783816158,1.498255783816158,1.5982557838161582,1.698255783816158,1.7982557838161581
0.0630500316619873,0.998136769408017,1.098136769408017,1.198136769408017,1.298136769408017,1.398136769408017,1.498136769408017,1.598136769408017,1.698136769408017,1.798136769408017
0.06502938270568848,0.9980130051273691,1.098013005127369,1.1980130051273692,1.298013005127369,1.3980130051273691,1.498013005127369,1.598013005127369,1.6980130051273692,1.7980130051273693
0.06702899932861328,0.9978863347092584,1.0978863347092584,1.1978863347092583,1.2978863347092584,1.3978863347092583,1.4978863347092584,1.5978863347092584,1.6978863347092583,1.7978863347092584
0.06895089149475098,0.9977543975831891,1.0977543975831892,1.197754397583189,1.2977543975831891,1.397754397583189,1.497754397583189,1.5977543975831892,1.697754397583189,1.7977543975831891
0.07091236114501953,0.9976238289092846,1.0976238289092846,1.1976238289092846,1.2976238289092845,1.3976238289092846,1.4976238289092847,1.5976238289092846,1.6976238289092844,1.7976238289092845
0.07201600074768066,0.9974867719437264,1.0974867719437265,1.1974867719437263,1.2974867719437264,1.3974867719437265,1.4974867719437264,1.5974867719437262,1.6974867719437263,1.7974867719437264
0.07392311096191406,0.9974079683641295,1.0974079683641296,1.1974079683641294,1.2974079683641295,1.3974079683641296,1.4974079683641295,1.5974079683641293,1.6974079683641294,1.7974079683641295
0.0760037899017334,0.9972689308621059,1.097268930862106,1.1972689308621058,1.297268930862106,1.397268930862106,1.4972689308621059,1.5972689308621058,1.6972689308621058,1.797268930862106
0.07700681686401367,0.997113102060562,1.097113102060562,1.197113102060562,1.297113102060562,1.397113102060562,1.497113102060562,1.597113102060562,1.697113102060562,1.7971131020605622
0.0789957046508789,0.9970364400174353,1.0970364400174353,1.1970364400174354,1.2970364400174352,1.3970364400174353,1.4970364400174354,1.5970364400174353,1.6970364400174351,1.7970364400174352
0.08098983764648438,0.9968814615529898,1.0968814615529898,1.19688146155299,1.2968814615529898,1.3968814615529899,1.4968814615529897,1.5968814615529898,1.69688146155299,1.79688146155299
0.0829923152923584,0.996722115420505,1.0967221154205051,1.196722115420505,1.296722115420505,1.3967221154205052,1.496722115420505,1.596722115420505,1.696722115420505,1.796722115420505
0.08498215675354004,0.9965581140452384,1.0965581140452385,1.1965581140452384,1.2965581140452385,1.3965581140452383,1.4965581140452384,1.5965581140452385,1.6965581140452384,1.7965581140452385
0.08697032928466797,0.9963911891939525,1.0963911891939526,1.1963911891939525,1.2963911891939526,1.3963911891939524,1.4963911891939525,1.5963911891939526,1.6963911891939525,1.7963911891939526
0.08797287940979004,0.9962204641297767,1.0962204641297768,1.1962204641297767,1.2962204641297768,1.3962204641297769,1.4962204641297767,1.5962204641297766,1.6962204641297767,1.7962204641297768
0.08991384506225586,0.9961328812522202,1.0961328812522202,1.1961328812522203,1.2961328812522201,1.3961328812522202,1.4961328812522203,1.5961328812522202,1.69613288125222,1.7961328812522201
0.09196758270263672,0.9959604727964795,1.0959604727964796,1.1959604727964794,1.2959604727964795,1.3959604727964794,1.4959604727964795,1.5959604727964796,1.6959604727964794,1.7959604727964795
0.09395337104797363,0.9957739617913927,1.0957739617913926,1.1957739617913927,1.2957739617913926,1.3957739617913927,1.4957739617913925,1.5957739617913926,1.6957739617913927,1.7957739617913928
0.0949544906616211,0.9955896277497983,1.0955896277497983,1.1955896277497984,1.2955896277497982,1.3955896277497983,1.4955896277497982,1.5955896277497983,1.6955896277497984,1.7955896277497985
0.09693741798400879,0.9954952086113482,1.0954952086113483,1.1954952086113482,1.2954952086113483,1.3954952086113481,1.4954952086113482,1.5954952086113483,1.6954952086113482,1.7954952086113483
